大分類コード,中分類コード,小分類コード,細分類コード,項目名
O,82,821,8212,図書館
O,82,821,8213,博物館，美術館
O,82,821,8214,動物園，植物園，水族館
O,82,821,8215,青少年教育施設
O,82,821,8216,社会通信教育
O,82,821,8219,その他の社会教育
O,82,822,0000,職業・教育支援施設
O,82,822,8221,職員教育施設・支援業
O,82,822,8222,職業訓練施設
O,82,822,8229,その他の職業・教育支援施設
O,82,823,0000,学習塾
O,82,823,8231,学習塾
O,82,824,0000,教養・技能教授業
O,82,824,8241,音楽教授業
O,82,824,8242,書道教授業
O,82,824,8243,生花・茶道教授業
O,82,824,8244,そろばん教授業
O,82,824,8245,外国語会話教授業
O,82,824,8246,スポーツ・健康教授業
O,82,824,8249,その他の教養・技能教授業
O,82,829,0000,他に分類されない教育，学習支援業
O,82,829,8299,他に分類されない教育，学習支援業
P,00,000,0000,医療，福祉
P,83,000,0000,医療業
P,83,830,0000,管理，補助的経済活動を行う事業所（83医療業）
P,83,830,8300,主として管理事務を行う本社等
P,83,830,8309,その他の管理，補助的経済活動を行う事業所
P,83,831,0000,病院
P,83,831,8311,一般病院
P,83,831,8312,精神科病院
P,83,832,0000,一般診療所
P,83,832,8321,有床診療所
P,83,832,8322,無床診療所
P,83,833,0000,歯科診療所
P,83,833,8331,歯科診療所
P,83,834,0000,助産・看護業
P,83,834,8341,助産所
P,83,834,8342,看護業
P,83,835,0000,療術業
P,83,835,8351,あん摩マッサージ指圧師・はり師・きゅう師・柔道整復師の施術所
P,83,835,8359,その他の療術業
P,83,836,0000,医療に附帯するサービス業
P,83,836,8361,歯科技工所
P,83,836,8369,その他の医療に附帯するサービス業
P,84,000,0000,保健衛生
P,84,840,0000,管理，補助的経済活動を行う事業所（84保健衛生）
P,84,840,8400,主として管理事務を行う本社等
P,84,840,8409,その他の管理，補助的経済活動を行う事業所
P,84,841,0000,保健所
P,84,841,8411,保健所
P,84,842,0000,健康相談施設
P,84,842,8421,結核健康相談施設
P,84,842,8422,精神保健相談施設
P,84,842,8423,母子健康相談施設
P,84,842,8429,その他の健康相談施設
P,84,849,0000,その他の保健衛生
P,84,849,8491,検疫所（動物検疫所，植物防疫所を除く）
P,84,849,8492,検査業
P,84,849,8493,消毒業
P,84,849,8499,他に分類されない保健衛生
P,85,000,0000,社会保険・社会福祉・介護事業
P,85,850,0000,管理，補助的経済活動を行う事業所（85社会保険・社会福祉・介護事業）
P,85,850,8500,主として管理事務を行う本社等
P,85,850,8509,その他の管理，補助的経済活動を行う事業所
P,85,851,0000,社会保険事業団体
P,85,851,8511,社会保険事業団体
P,85,852,0000,福祉事務所
P,85,852,8521,福祉事務所
P,85,853,0000,児童福祉事業
P,85,853,8531,保育所
P,85,853,8539,その他の児童福祉事業
P,85,854,0000,老人福祉・介護事業
P,85,854,8541,特別養護老人ホーム
P,85,854,8542,介護老人保健施設
P,85,854,8543,通所・短期入所介護事業
P,85,854,8544,訪問介護事業
P,85,854,8545,認知症老人グループホーム
P,85,854,8546,有料老人ホーム
P,85,854,8549,その他の老人福祉・介護事業
P,85,855,0000,障害者福祉事業
P,85,855,8551,居住支援事業
P,85,855,8559,その他の障害者福祉事業
P,85,859,0000,その他の社会保険・社会福祉・介護事業
P,85,859,8591,更生保護事業
P,85,859,8599,他に分類されない社会保険・社会福祉・介護事業
Q,00,000,0000,複合サービス事業
Q,86,000,0000,郵便局
Q,86,860,0000,管理，補助的経済活動を行う事業所（86郵便局）
Q,86,860,8601,管理，補助的経済活動を行う事業所
Q,86,861,0000,郵便局
Q,86,861,8611,郵便局
Q,86,862,0000,郵便局受託業
Q,86,862,8621,簡易郵便局
Q,86,862,8629,その他の郵便局受託業
Q,87,000,0000,協同組合（他に分類されないもの）
Q,87,870,0000,管理，補助的経済活動を行う事業所（87協同組合）
Q,87,870,8701,管理，補助的経済活動を行う事業所
Q,87,871,0000,農林水産業協同組合（他に分類されないもの）
Q,87,871,8711,農業協同組合（他に分類されないもの）
Q,87,871,8712,漁業協同組合（他に分類されないもの）
Q,87,871,8713,水産加工業協同組合（他に分類されないもの）
Q,87,871,8714,森林組合（他に分類されないもの）
Q,87,872,0000,事業協同組合（他に分類されないもの）
Q,87,872,8721,事業協同組合（他に分類されないもの）
R,00,000,0000,サービス業（他に分類されないもの）
R,88,000,0000,廃棄物処理業
R,88,880,0000,管理，補助的経済活動を行う事業所（88廃棄物処理業）
R,88,880,8800,主として管理事務を行う本社等
R,88,880,8809,その他の管理，補助的経済活動を行う事業所
R,88,881,0000,一般廃棄物処理業
R,88,881,8811,し尿収集運搬業
R,88,881,8812,し尿処分業
R,88,881,8813,浄化槽清掃業
R,88,881,8814,浄化槽保守点検業
R,88,881,8815,ごみ収集運搬業
R,88,881,8816,ごみ処分業
R,88,881,8817,清掃事務所
R,88,882,0000,産業廃棄物処理業
R,88,882,8821,産業廃棄物収集運搬業
R,88,882,8822,産業廃棄物処分業
R,88,882,8823,特別管理産業廃棄物収集運搬業
R,88,882,8824,特別管理産業廃棄物処分業
R,88,889,0000,その他の廃棄物処理業
R,88,889,8891,死亡獣畜取扱業
R,88,889,8899,他に分類されない廃棄物処理業
R,89,000,0000,自動車整備業
R,89,890,0000,管理，補助的経済活動を行う事業所（89自動車整備業）
R,89,890,8901,管理，補助的経済活動を行う事業所
R,89,891,0000,自動車整備業
R,89,891,8911,自動車一般整備業
R,89,891,8919,その他の自動車整備業
R,90,000,0000,機械等修理業（別掲を除く）
R,90,900,0000,管理，補助的経済活動を行う事業所（90機械等修理業）
R,90,900,9000,主として管理事務を行う本社等
R,90,900,9009,その他の管理，補助的経済活動を行う事業所
R,90,901,0000,機械修理業（電気機械器具を除く）
R,90,901,9011,一般機械修理業（建設・鉱山機械を除く）
R,90,901,9012,建設・鉱山機械整備業
R,90,902,0000,電気機械器具修理業
R,90,902,9021,電気機械器具修理業
R,90,903,0000,表具業
R,90,903,9031,表具業
R,90,909,0000,その他の修理業
R,90,909,9091,家具修理業
R,90,909,9092,時計修理業
R,90,909,9093,履物修理業
R,90,909,9094,かじ業
R,90,909,9099,他に分類されない修理業
R,91,000,0000,職業紹介・労働者派遣業
R,91,910,0000,管理，補助的経済活動を行う事業所（91職業紹介・労働者派遣業）
R,91,910,9100,主として管理事務を行う本社等
R,91,910,9109,その他の管理，補助的経済活動を行う事業所
R,91,911,0000,職業紹介業
R,91,911,9111,職業紹介業
R,91,912,0000,労働者派遣業
R,91,912,9121,労働者派遣業
R,92,000,0000,その他の事業サービス業
R,92,920,0000,管理，補助的経済活動を行う事業所（92その他の事業サービス業）
R,92,920,9200,主として管理事務を行う本社等
R,92,920,9209,その他の管理，補助的経済活動を行う事業所
R,92,921,0000,速記・ワープロ入力・複写業
R,92,921,9211,速記・ワープロ入力業
R,92,921,9212,複写業
R,92,922,0000,建物サービス業
R,92,922,9221,ビルメンテナンス業
R,92,922,9229,その他の建物サービス業
R,92,923,0000,警備業
R,92,923,9231,警備業
R,92,929,0000,他に分類されない事業サービス業
R,92,929,9291,ディスプレイ業
R,92,929,9292,産業用設備洗浄業
R,92,929,9293,看板書き業
R,92,929,9294,コールセンター業
R,92,929,9299,他に分類されないその他の事業サービス業
R,93,000,0000,政治・経済・文化団体
R,93,931,0000,経済団体
R,93,931,9311,実業団体
R,93,931,9312,同業団体
R,93,932,0000,労働団体
R,93,932,9321,労働団体
R,93,933,0000,学術・文化団体
R,93,933,9331,学術団体
R,93,933,9332,文化団体
R,93,934,0000,政治団体
R,93,934,9341,政治団体
R,93,939,0000,他に分類されない非営利的団体
R,93,939,9399,他に分類されない非営利的団体
R,94,000,0000,宗教
R,94,941,0000,神道系宗教
R,94,941,9411,神社，神道教会
R,94,941,9412,教派事務所
R,94,942,0000,仏教系宗教
R,94,942,9421,寺院，仏教教会
R,94,942,9422,宗派事務所
R,94,943,0000,キリスト教系宗教
R,94,943,9431,キリスト教教会，修道院
R,94,943,9432,教団事務所
R,94,949,0000,その他の宗教
R,94,949,9491,その他の宗教の教会
R,94,949,9499,その他の宗教の教団事務所
R,95,000,0000,その他のサービス業
R,95,950,0000,管理，補助的経済活動を行う事業所（95その他のサービス業）
R,95,950,9501,管理，補助的経済活動を行う事業所
R,95,951,0000,集会場
R,95,951,9511,集会場
R,95,952,0000,と畜場
R,95,952,9521,と畜場
R,95,959,0000,他に分類されないサービス業
R,95,959,9599,他に分類されないサービス業
R,96,000,0000,外国公務
R,96,961,0000,外国公館
R,96,961,9611,外国公館
R,96,969,0000,その他の外国公務
R,96,969,9699,その他の外国公務
S,00,000,0000,公務（他に分類されるものを除く）
S,97,000,0000,国家公務
S,97,971,0000,立法機関
S,97,971,9711,立法機関
S,97,972,0000,司法機関
S,97,972,9721,司法機関
S,97,973,0000,行政機関
S,97,973,9731,行政機関
S,98,000,0000,地方公務
S,98,981,0000,都道府県機関
S,98,981,9811,都道府県機関
S,98,982,0000,市町村機関
S,98,982,9821,市町村機関
T,00,000,0000,分類不能の産業
T,99,000,0000,分類不能の産業
T,99,999,0000,分類不能の産業
T,99,999,9999,分類不能の産業
